host,provider,role,region,model,currency,unit,price_low,price_high,value_basis,value_published,rate_hourly_usd,normalization_basis,hours_per_month_used,hours_source,confidence_tier,strict_pass,dual_agreement,verify_verdict,verify_reasons,scope_verdict,country,country_source,evidence_quote,evidence_page,source_url,capture_date
kledigital.com,"Marketing Consultant Melbourne | Google Ads, SEO & Meta Ads",(none),US,Monthly,USD,per_month,1800,,published,1800,55.38,published(1800) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 55.38 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,"From $1,800/mo",https://kledigital.com/,https://kledigital.com/,2026-09-02
kleinmarketing.ca,Ottawa Marketing & Advertising Companies | Brand Strategy - Klein Marketing,(none),US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,CA,cctld,"For a part-time arrangement, they start at $5,000/month + HST with a 3-month commitment period.",https://kleinmarketing.ca/services/interim-fractional-cmo-services/,https://kleinmarketing.ca/,2026-09-02
lemniscategrowth.com,Lemniscate Growth â B2B Pipeline Generation Agency,(none),US,Monthly,USD,per_month,1750,,published,1750,53.85,published(1750) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 53.85 USD/h,32.5,default,high,true,agree,PASS,,include,,,$1750 /month · 3-month minimum,https://lemniscategrowth.com/,https://lemniscategrowth.com/,2026-09-02
lemniscategrowth.com,Lemniscate Growth â B2B Pipeline Generation Agency,(none),US,Monthly,USD,per_month,4000,,published,4000,123.08,published(4000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 123.08 USD/h,32.5,default,high,true,agree,PASS,,include,,,$4000 /month · 6-month engagement,https://lemniscategrowth.com/,https://lemniscategrowth.com/,2026-09-02
localfractional.com,Dallas Fractional CFO & CMO Services | Local Fractional,(none),US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,default,high,true,agree,PASS,,include,,,"The Fractional CFO Partnership starts at $5,000/month",https://localfractional.com/,https://localfractional.com/,2026-09-02
longdrivepartners.com,Long Drive Partners | Operations Consulting for Businesses & Nonprofits,(none),US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,$5K || $5K-$15K/month,https://longdrivepartners.com/services,https://longdrivepartners.com/,2026-09-03
longdrivepartners.com,Long Drive Partners | Operations Consulting for Businesses & Nonprofits,(none),US,Monthly,USD,per_month,15000,,published,15000,461.54,published(15000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 461.54 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,$15K+/MO,https://longdrivepartners.com/services,https://longdrivepartners.com/,2026-09-03
luminspiregroup.com,Luminspire Group | Achieve Leadership Clarity,(none),US,Monthly,USD,per_month,3000,6000,midpoint,4500,200.00,"midpoint(3000,6000)=4500 USD | per_month / 22.5h (declared: declared:hours_per_month 15-30 midpoint 22.5) | FX USD 1 USD @2026-09-03 | = 200.00 USD/h",22.5,declared,low,false,disagree:5offers,REJECT,not_own_price,include,,,"$3,000-$6,000/month",https://luminspiregroup.com/services,https://luminspiregroup.com/,2026-09-02
luminspiregroup.com,Luminspire Group | Achieve Leadership Clarity,(none),US,Monthly,USD,per_month,3000,4000,midpoint,3500,200.00,"midpoint(3000,4000)=3500 USD | per_month / 17.5h (declared: declared:hours_per_month 15-20 midpoint 17.5) | FX USD 1 USD @2026-09-03 | = 200.00 USD/h",17.5,declared,low,false,disagree:5offers,REJECT,not_own_price,include,,,"$3,000-$4,000/month",https://luminspiregroup.com/services,https://luminspiregroup.com/,2026-09-02
mambadigital.au,Mamba Digital | Strategic Marketing Consultancy Perth,(none),US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,AU,cctld,"$5,000 a month",https://mambadigital.au/pricing/,https://mambadigital.au/,2026-09-02
marketingeyedallas.com,"Dallas Marketing Agency | Strategy, Lead Generation & Growth",(none),US,Monthly,USD,per_month,3500,,published,3500,107.69,"published(3500) USD | per_month / 32.5h (default_after_rejected_reading: declared hours rejected: the 3 hours belong to a free graphic-design intern bundled with the plan, not to the fractional CMO) | FX USD 1 USD @2026-09-03 | = 107.69 USD/h",32.5,default_after_rejected_reading,high,true,agree,PASS,,include,,,"$3,500 Standard Access A Team Of Experts Dedicated Marketing Manager Free Ad In Our Magazine Free 3 Hours Per Month Intern Graphic Design & Web Marketing, PR & Social Start Now",https://marketingeyedallas.com/,https://marketingeyedallas.com/,2026-09-02
oshricohen.me,Oshri Cohen · Fractional & Interim Chief AI Officer (CAIO),(none),US,Monthly,USD,per_month,10000,,published,10000,307.69,published(10000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 307.69 USD/h,32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,"Advisory ($10K/mo, ~1 day a week)",https://oshricohen.me/services/,https://oshricohen.me/,2026-09-02
oshricohen.me,Oshri Cohen · Fractional & Interim Chief AI Officer (CAIO),(none),US,Monthly,USD,per_month,18000,,published,18000,553.85,published(18000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 553.85 USD/h,32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,"Fractional ($18K/mo, ~2 days)",https://oshricohen.me/services/,https://oshricohen.me/,2026-09-02
oshricohen.me,Oshri Cohen · Fractional & Interim Chief AI Officer (CAIO),(none),US,Monthly,USD,per_month,30000,,published,30000,923.08,published(30000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 923.08 USD/h,32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,"Embedded/Interim ($30K/mo, 3+ days)",https://oshricohen.me/services/,https://oshricohen.me/,2026-09-02
polarispixels.com,"Websites, Custom Software, AI & Fractional CTO | Columbus Ohio | Polaris Pixels",(none),US,Monthly,USD,per_month,3000,,published,3000,92.31,published(3000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 92.31 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Starting at $3,000/month",https://polarispixels.com/,https://polarispixels.com/,2026-09-03
punchfinancial.com,Punch Financial - Business Founders' Most Trusted CFO Services,(none),US,Monthly,USD,per_month,1500,,published,1500,46.15,published(1500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 46.15 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$1,500 /Month",https://punchfinancial.com/pricing/,https://punchfinancial.com/,2026-09-02
punchfinancial.com,Punch Financial - Business Founders' Most Trusted CFO Services,(none),US,Monthly,USD,per_month,2500,,published,2500,76.92,published(2500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 76.92 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$2,500 /Month",https://punchfinancial.com/pricing/,https://punchfinancial.com/,2026-09-02
punchfinancial.com,Punch Financial - Business Founders' Most Trusted CFO Services,(none),US,Monthly,USD,per_month,3500,,published,3500,107.69,published(3500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 107.69 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$3,500 /Month",https://punchfinancial.com/pricing/,https://punchfinancial.com/,2026-09-02
punchfinancial.com,Punch Financial - Business Founders' Most Trusted CFO Services,(none),US,Monthly,USD,per_month,4500,,published,4500,138.46,published(4500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 138.46 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$4,500 /Month",https://punchfinancial.com/pricing/,https://punchfinancial.com/,2026-09-02
purposeandprofitcmo.com,Michelle Mayther,(none),US,Monthly,USD,per_month,6000,,published,6000,184.62,published(6000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 184.62 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,"$6,000 /month",https://purposeandprofitcmo.com/,https://purposeandprofitcmo.com/,2026-09-02
purposeandprofitcmo.com,Michelle Mayther,(none),US,Monthly,USD,per_month,10000,,published,10000,307.69,published(10000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 307.69 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,"$10,000 /month",https://purposeandprofitcmo.com/,https://purposeandprofitcmo.com/,2026-09-02
pwawco.com,"Fractional Accounting & CFO Services - PW Associates, CPA",(none),US,Monthly,USD,per_month,3500,,published,3500,107.69,published(3500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 107.69 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"$3,500 / MONTH",https://pwawco.com/pricing/,https://pwawco.com/,2026-09-02
pwawco.com,"Fractional Accounting & CFO Services - PW Associates, CPA",(none),US,Monthly,USD,per_month,1000,,published,1000,30.77,published(1000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 30.77 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"Prices start as low as $1,000 per month",https://pwawco.com/pricing/,https://pwawco.com/,2026-09-02
pwawco.com,"Fractional Accounting & CFO Services - PW Associates, CPA",(none),US,Monthly,USD,per_month,1250,,published,1250,38.46,published(1250) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 38.46 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"$1,250 / MONTH",https://pwawco.com/pricing/,https://pwawco.com/,2026-09-02
shawnlivermore.com,Shawn Livermore - Fractional CTO & CAIO,(none),US,Monthly,USD,per_month,6000,,published,6000,184.62,published(6000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 184.62 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$6,000 / month",https://shawnlivermore.com/services/fractional-cto-pricing,https://shawnlivermore.com/,2026-09-03
shawnlivermore.com,Shawn Livermore - Fractional CTO & CAIO,(none),US,Monthly,USD,per_month,9000,,published,9000,276.92,published(9000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 276.92 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$9,000 / month",https://shawnlivermore.com/services/fractional-cto-pricing,https://shawnlivermore.com/,2026-09-03
shawnlivermore.com,Shawn Livermore - Fractional CTO & CAIO,(none),US,Monthly,USD,per_month,12000,,published,12000,369.23,published(12000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 369.23 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$12,000 / month",https://shawnlivermore.com/services/fractional-cto-pricing,https://shawnlivermore.com/,2026-09-03
smecfo.asia,Fractional & Interim CFO in Thailand and Asia | SmeCFO,(none),US,Monthly,USD,per_month,3000,,published,3000,92.31,published(3000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 92.31 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,"Advisory retainer from USD 3,000",https://smecfo.asia/pricing/,https://smecfo.asia/,2026-09-03
sproutbox.co,Portland Digital Marketing Agency | 99 5-Star Reviews,(none),US,Monthly,USD,per_month,2000,,published,2000,61.54,published(2000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 61.54 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,Our monthly services start around $2k/month,https://sproutbox.co/,https://sproutbox.co/,2026-09-02
sproutbox.co,Portland Digital Marketing Agency | 99 5-Star Reviews,(none),US,Monthly,USD,per_month,3000,,published,3000,92.31,published(3000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 92.31 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,Outsourced marketing starting price Basic $3k+ per mo,https://sproutbox.co/pricing,https://sproutbox.co/,2026-09-02
t2d3.pro,T2D3 OS - your clients hired your judgment. Let the OS handle the rest.,(none),US,Monthly,USD,per_month,999,,published,999,30.74,published(999) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 30.74 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,"$999 /mo · 6 editable workspace s (you + 5 clients) · 35,000 AI credits/mo · +$ 149 /mo per extra client org",https://www.t2d3.pro/pricing,https://t2d3.pro/,2026-09-02
t2d3.pro,T2D3 OS - your clients hired your judgment. Let the OS handle the rest.,(none),US,Monthly,USD,per_month,1999,,published,1999,61.51,published(1999) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 61.51 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,"$1,999 /mo · 26 editable workspace s (you + 25 clients) · 75,000 AI credits/mo · +$ 149 /mo per extra client org · Team & Talent (Level Up) included",https://www.t2d3.pro/pricing,https://t2d3.pro/,2026-09-02
talpaperin.com,Fractional CRO & B2B Sales Leadership | Tal Paperin,(none),US,Monthly,USD,per_month,2000,,published,2000,153.85,published(2000) USD | per_month / 13h (declared: declared:hours_per_week 3) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,13,declared,low,false,disagree:2offers,REJECT,not_own_price,include,,,"$2,000 /mo",https://talpaperin.com/,https://talpaperin.com/,2026-09-03
talpaperin.com,Fractional CRO & B2B Sales Leadership | Tal Paperin,(none),US,Monthly,USD,per_month,6000,,published,6000,184.62,published(6000) USD | per_month / 32.5h (default_after_rejected_reading: declared hours rejected: intensity per working day. Converting needs a days-per-month assumption the page does not give) | FX USD 1 USD @2026-09-03 | = 184.62 USD/h,32.5,default_after_rejected_reading,low,false,disagree:2offers,REJECT,not_own_price,include,,,"$6,000 /mo",https://talpaperin.com/,https://talpaperin.com/,2026-09-03
talpaperin.com,Fractional CRO & B2B Sales Leadership | Tal Paperin,(none),US,Monthly,USD,per_month,12000,,published,12000,369.23,"published(12000) USD | per_month / 32.5h (default_after_rejected_reading: declared hours rejected: intensity per working day, as offer 1) | FX USD 1 USD @2026-09-03 | = 369.23 USD/h",32.5,default_after_rejected_reading,low,false,disagree:2offers,REJECT,not_own_price,include,,,"$12,000 /mo",https://talpaperin.com/,https://talpaperin.com/,2026-09-03
talpaperin.com,Fractional CRO & B2B Sales Leadership | Tal Paperin,(none),US,Monthly,USD,per_month,22000,,published,22000,676.92,published(22000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 676.92 USD/h,32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,"$22,000 /mo",https://talpaperin.com/pricing,https://talpaperin.com/,2026-09-03
talpaperin.com,Fractional CRO & B2B Sales Leadership | Tal Paperin,(none),US,Monthly,USD,per_month,4000,,published,4000,123.08,published(4000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 123.08 USD/h,32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,"$4,000 /mo",https://talpaperin.com/pricing,https://talpaperin.com/,2026-09-03
talpaperin.com,Fractional CRO & B2B Sales Leadership | Tal Paperin,(none),US,Monthly,USD,per_month,8000,,published,8000,246.15,published(8000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 246.15 USD/h,32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,"$8,000 /mo",https://talpaperin.com/pricing,https://talpaperin.com/,2026-09-03
usfractionalcfo.com,Hire Fractional CFO | Outsourced CFO Consulting Services & Advisors,(none),US,Monthly,USD,per_month,2500,,published,2500,76.92,published(2500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 76.92 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"$2,500+ /Month Ongoing Support",https://usfractionalcfo.com/,https://usfractionalcfo.com/,2026-09-02
usfractionalcfo.com,Hire Fractional CFO | Outsourced CFO Consulting Services & Advisors,(none),US,Monthly,USD,per_month,7000,,published,7000,215.38,published(7000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 215.38 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"$7,000+ /Month Intensive Support",https://usfractionalcfo.com/,https://usfractionalcfo.com/,2026-09-02
vertamarketing.com,Best Marketing Agency in Toronto - Verta Marketing,(none),US,Monthly,USD,per_month,2500,,published,2500,76.92,published(2500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 76.92 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,starting at just $2500 per month,https://vertamarketing.com/,https://vertamarketing.com/,2026-09-02
flowpartners.io,Flow Partners,CFO,UK,Monthly,GBP,per_month,4000,,published,4000,166.12,published(4000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 166.12 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Core £4,000 Per month",https://www.flowpartners.io/fractional-cfo/united-arab-emirates,https://www.flowpartners.io/fractional-cfo/united-arab-emirates,2026-09-01
flowpartners.io,Flow Partners,CFO,UK,Monthly,GBP,per_month,8000,,published,8000,332.24,published(8000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 332.24 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Grow £8,000 Per month",https://www.flowpartners.io/fractional-cfo/united-arab-emirates,https://www.flowpartners.io/fractional-cfo/united-arab-emirates,2026-09-01
flowpartners.io,Flow Partners,CFO,UK,Monthly,GBP,per_month,12000,,published,12000,498.36,published(12000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 498.36 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Pro £12,000 Per month",https://www.flowpartners.io/fractional-cfo/united-arab-emirates,https://www.flowpartners.io/fractional-cfo/united-arab-emirates,2026-09-01
launchindustries.biz,Launch Industries,CFO,US,Hourly,USD,per_hour,85,,published,85,85.00,published(85) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 85.00 USD/h,,,low,false,disagree:2offers,REJECT,not_own_price,include,,,$85 / hr,https://www.launchindustries.biz/Pricing,https://www.launchindustries.biz/Pricing,2026-09-01
launchindustries.biz,Launch Industries,CFO,US,Hourly,USD,per_hour,90,,published,90,90.00,published(90) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 90.00 USD/h,,,low,false,disagree:2offers,REJECT,not_own_price,include,,,$90/hr effective rate || $100/hr effective rate,https://www.launchindustries.biz/Pricing,https://www.launchindustries.biz/Pricing,2026-09-01
launchindustries.biz,Launch Industries,CFO,US,Hourly,USD,per_hour,125,,published,125,125.00,published(125) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 125.00 USD/h,,,medium,true,single,REJECT,not_own_price,include,,,"1 - 10 hours $125 / hr Up to $1,250",https://www.launchindustries.biz/Pricing,https://www.launchindustries.biz/Pricing,2026-09-01
launchindustries.biz,Launch Industries,CFO,US,Hourly,USD,per_hour,110,,published,110,110.00,published(110) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 110.00 USD/h,,,medium,true,single,REJECT,not_own_price,include,,,"10 - 20 hours $110 / hr Up to $2,200",https://www.launchindustries.biz/Pricing,https://www.launchindustries.biz/Pricing,2026-09-01
launchindustries.biz,Launch Industries,CFO,US,Hourly,USD,per_hour,100,,published,100,100.00,published(100) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 100.00 USD/h,,,medium,true,single,REJECT,not_own_price,include,,,"20 - 40 hours $100 / hr Up to $4,000",https://www.launchindustries.biz/Pricing,https://www.launchindustries.biz/Pricing,2026-09-01
launchindustries.biz,Launch Industries,CFO,US,Hourly,USD,per_hour,95,,published,95,95.00,published(95) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 95.00 USD/h,,,medium,true,single,REJECT,not_own_price,include,,,"40 - 60 hours $95 / hr Up to $5,700",https://www.launchindustries.biz/Pricing,https://www.launchindustries.biz/Pricing,2026-09-01
sackermanconsulting.com,Scott Ackerman Consulting,CFO,US,Hourly,USD,per_hour,200,,published,200,200.00,published(200) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 200.00 USD/h,,,medium,true,single,REJECT,not_own_price,include,,,$200.00/hour Contact  Strategy I can be a sounding board to discus,https://sackermanconsulting.com/services/,https://sackermanconsulting.com/women-founders/,2026-08-31
venturegrowthpartners.com,VGP - Venture Growth Partners,CFO,US,Hourly,USD,per_hour,270,330,midpoint,300,300.00,"midpoint(270,330)=300 USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 300.00 USD/h",,,high,true,agree,PASS,,include,,,Hourly rates usually range from $270 to $330 depending on expertise and scope.,https://venturegrowthpartners.com/,https://venturegrowthpartners.com/,2026-09-01
c-suitesupport.com,C-Suite Support,CFO,US,Monthly,USD,per_month,2500,,published,2500,76.92,published(2500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 76.92 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,"$2,500/month",https://www.c-suitesupport.com/pricing/,https://www.c-suitesupport.com/,2026-08-31
fbstrategy.net,"Fechter Business Services, LLC",CFO,US,Monthly,USD,per_month,750,6000,midpoint,3375,103.85,"midpoint(750,6000)=3375 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 103.85 USD/h",32.5,default,medium,false,agree,REJECT,not_own_price,include,,,"$750 to $6,000/month",https://fbstrategy.net,https://fbstrategy.net,2026-08-31
jrfconsulting.com,JRF Consulting LLC,CFO,US,Monthly,USD,per_month,1000,,published,1000,30.77,published(1000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 30.77 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,"From $1,000 a month",https://jrfconsulting.com/,https://jrfconsulting.com/,2026-09-01
ledgeronecfo.com,Ledger One CFO,CFO,US,Monthly,USD,per_month,2500,,published,2500,76.92,published(2500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 76.92 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"$2,500 per month || $6,000 per month",https://ledgeronecfo.com/pricing/,https://ledgeronecfo.com/pricing/,2026-09-01
medconsultingsolution.com,Med Consulting Solutions,CFO,US,Monthly,USD,per_month,8000,,published,8000,246.15,published(8000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 246.15 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,"$8,000 || Fractional CFO engagements typically run from $8,000 to $25,000 per month depending on the practice size, complexity, and time commitment required.",https://medconsultingsolution.com/,https://medconsultingsolution.com/,2026-09-01
sackermanconsulting.com,Scott Ackerman Consulting,CFO,US,Monthly,USD,per_month,2500,,published,2500,312.50,published(2500) USD | per_month / 8h (declared: declared:hours_per_month 8) | FX USD 1 USD @2026-09-03 | = 312.50 USD/h,8,declared,high,true,agree,PASS,,include,,,"Starting at $ 2,500 / Month",https://sackermanconsulting.com/women-founders/,https://sackermanconsulting.com/women-founders/,2026-08-31
sackermanconsulting.com,Scott Ackerman Consulting,CFO,US,Monthly,USD,per_month,4000,,published,4000,333.33,published(4000) USD | per_month / 12h (declared: declared:hours_per_month 12) | FX USD 1 USD @2026-09-03 | = 333.33 USD/h,12,declared,high,true,agree,PASS,,include,,,"Starting at $ 4,000 / Month",https://sackermanconsulting.com/women-founders/,https://sackermanconsulting.com/women-founders/,2026-08-31
sackermanconsulting.com,Scott Ackerman Consulting,CFO,US,Monthly,USD,per_month,800,,published,800,24.62,published(800) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 24.62 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,$ 800 / Month Prepare monthly financial budget for the year Quart,https://sackermanconsulting.com/services/,https://sackermanconsulting.com/women-founders/,2026-08-31
sackermanconsulting.com,Scott Ackerman Consulting,CFO,US,Monthly,USD,per_month,1500,,published,1500,46.15,published(1500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 46.15 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"$ 1,500 / Month Prepare monthly financial budget for the year Month",https://sackermanconsulting.com/services/,https://sackermanconsulting.com/women-founders/,2026-08-31
sackermanconsulting.com,Scott Ackerman Consulting,CFO,US,Monthly,USD,per_month,2100,,published,2100,64.62,published(2100) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 64.62 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"$ 2,100 / Month Prepare monthly financial budget for the year Month",https://sackermanconsulting.com/services/,https://sackermanconsulting.com/women-founders/,2026-08-31
consultingvision.com,Consulting Vision,CMO,EU,Monthly,EUR,per_month,8000,,published,8000,285.91,published(8000) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 285.91 USD/h,32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,"CMO Sparring & Steering starts at €8,000/month (3-month minimum)",https://consultingvision.com/pricing,https://consultingvision.com/pricing,2026-08-31
consultingvision.com,Consulting Vision,CMO,EU,Monthly,EUR,per_month,15000,,published,15000,536.08,published(15000) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 536.08 USD/h,32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,"Embedded CMO at €15,000/month (6-month minimum)",https://consultingvision.com/pricing,https://consultingvision.com/pricing,2026-08-31
consultingvision.com,Consulting Vision,CMO,EU,Monthly,EUR,per_month,2250,,published,2250,80.41,published(2250) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 80.41 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"€2,250 - is credited toward your first monthly rate. The Deep Dive then wasn't an extra cost, but a credited part of your mandate.",https://consultingvision.com/pricing,https://consultingvision.com/pricing,2026-08-31
digitalapplied.com,Digital Applied,CMO,EU,Monthly,EUR,per_month,2000,,published,2000,71.48,published(2000) EUR | per_month / 32.5h (default_after_rejected_reading: declared hours rejected: 'units' is never defined on the page; not hours) | FX EUR 1.1615 USD @2026-09-03 | = 71.48 USD/h,32.5,default_after_rejected_reading,low,false,disagree:1offers,REJECT,not_own_price,include,,,"€2,000 / month",https://www.digitalapplied.com/services,https://www.digitalapplied.com/,2026-08-31
digitalapplied.com,Digital Applied,CMO,EU,Monthly,EUR,per_month,3000,,published,3000,107.22,published(3000) EUR | per_month / 32.5h (default_after_rejected_reading: declared hours rejected: 'units' is never defined on the page; not hours) | FX EUR 1.1615 USD @2026-09-03 | = 107.22 USD/h,32.5,default_after_rejected_reading,low,false,disagree:1offers,REJECT,not_own_price,include,,,"€3,000 / month",https://www.digitalapplied.com/services,https://www.digitalapplied.com/,2026-08-31
