provider,role,offering_type,price_low,price_high,currency,unit,hours_included,source_url,capture_date,notes
Red Eagle Tech,CTO,retainer,,,,,,https://redeagle.tech/,2026-08-20,"No published price. UK (North London). Agent-screened."
CodPal,CTO,retainer,,,,,,https://codpal.com/,2026-08-20,"No published price. UK. Three service tiers all direct to contact form. Agent-screened."
Egon Expert,CTO,retainer,,,,,,https://egon-expert.com/,2026-08-20,"No published price. UK (London and Reading). Pricing page provides market benchmarks only. Agent-screened."
Aru Bhardwaj,CTO,retainer,,,,,,https://www.arubhardwaj.eu/services/fractional-cto,2026-08-20,"No published fractional CTO rate. France (Paris). Consultation rates EUR 45-90/hr published but engagement rate not disclosed. Agent-screened."
Qub10,CTO,retainer,,,,,,https://qub10.com/,2026-08-20,"No published price. UK (Richmond London). Agent-screened."
Usama Moin,CTO,retainer,,,,,,https://usamamoin.com/fractional-cto-europe,2026-08-20,"No published price. Europe (serves UK Germany Netherlands Scandinavia). Agent-screened."
FCTO UK (Mike Tempest),CTO,retainer,,,,,,https://fcto.uk/,2026-08-20,"No confirmed published price. Pricing page states ""I do not publish fixed rates."" Independent UK practitioner. Agent-screened."
Truvisory,CTO,retainer,,,,,,https://truvisory.com/,2026-08-20,"No published price. US. States ""the price is a conversation."" Fixed-scope 90-day sprints. SBA-verified SDVOSB contractor. Agent-screened."
FLEXEC,CTO,retainer,,,,,,https://flexec.com/,2026-08-20,"No published price. US (Jacksonville Florida). Offers fractional CIO CTO CISO COO. Agent-screened."
CTO Fraction,CTO,retainer,,,,,,https://ctofraction.com/,2026-08-20,"No published price. US. Fractional part-time interim virtual CTO for SaaS startups and SMBs. Agent-screened."
madewithlove,CTO,retainer,,,,,,https://madewithlove.com/,2026-08-20,"No published price. Belgium. Offers fractional CTO starting with structured technical audit. Agent-screened."
Kairos.ing,CTO,retainer,,,,,,https://kairos.ing/fractional-cto,2026-08-20,"No published price. France. States ""A 30-minute conversation is enough to estimate a realistic budget."" Agent-screened."
ExecFractional,CTO,marketplace_match,49,399,USD,per_month,,https://execfractional.com/,2026-08-20,"Directory marketplace. Platform fees for executives: Standard $49/mo Verified Partner $149/mo Firm $399/mo (founding members free). Published as ""0% Agency Markup."" No CTO rates published. Agent-screened."
A.Team,CTO,marketplace_match,,,,,,https://www.a.team/,2026-08-20,"No published CTO rate. Marketplace. Platform markup published as ""about 16 to 20 percent stated up front."" CTO benchmarks ($4K-$40K/mo) on guides page positioned as market data not own pricing. Agent-screened."
Braintrust,CTO,marketplace_match,,,,,,https://usebraintrust.com/,2026-08-20,"No published CTO rate. Marketplace. ""Zero platform fees for talent."" Client-side fee not disclosed. Agent-screened."
GigX,CTO,marketplace_match,0,89,USD,per_month,,https://www.gigx.com/pricing,2026-08-20,"Directory. Executive membership fees: Free / $39 / $59 / $89 per month. No placement or transaction fees. Published as ""You only pay for an ongoing membership nothing more."" No CTO rates. Agent-screened."
Upwork,CTO,marketplace_match,,,,,,https://www.upwork.com/,2026-08-20,"Open marketplace. Freelancer fee 0-15% per contract. Client fee 3-10%. No CTO-specific rates or fees. Returns HTTP 403. Agent-screened via third-party sources."
Arc.dev,CTO,marketplace_match,,,,,,https://arc.dev/,2026-08-20,"Marketplace. FTE placements 20% annual salary. Freelance CTO $60-100+/hr (freelancer-set). No separate platform fee for freelance published. Agent-screened."
FindAFractional,CTO,marketplace_match,40,,GBP,per_month,,https://www.findafractional.com/,2026-08-20,"Directory. Executive subscription GBP 40/mo or GBP 400/yr. 10% success fee on engagement. Free for businesses. UK platform. Agent-screened."
Fractional Jobs,CTO,marketplace_match,3000,5000,USD,placement_fee,,https://fractionaljobs.io/,2026-08-20,"Referral marketplace. Published as ""$3,000-$5,000 one-time referral fee"" with no percentage markup. Free for talent. Agent-screened."
Fractional CTO South Africa,CTO,marketplace_match,,,,,,https://www.fractional-cto.co.za/,2026-08-20,"Directory. South Africa. No fees to clients. CTO pays referral commission (amount not disclosed). Agent-screened."
