provider,role,offering_type,price_low,price_high,currency,unit,hours_included,source_url,capture_date,notes
Internal Profits,CMO,retainer,,,,,,https://internalprofits.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$1,500"" on https://internalprofits.com/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
Into The Next Consulting,CFO,retainer,,,,,,https://www.intothenext.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
INVSTLY,CMO,retainer,,,,,,https://www.invstly.io/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
IronClad Consulting Services,CFO,retainer,,,,,,https://ironcladconsultingservices.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Jennifer Quiroz Marketing,CMO,retainer,,,,,,https://www.jenniferquiroz.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
JK Squared,multi,retainer,,,,,,https://jk-squared.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Jones Square Financial Services,CFO,retainer,,,,,,https://jones-square.com/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
JRF Consulting LLC,CFO,retainer,,,,,,https://jrfconsulting.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$1,000"" on https://jrfconsulting.com/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
Juris Ledger,CFO,retainer,,,,,,https://jurisledger.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$3,500"" on https://jurisledger.com/pricing/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
Jus Agency®: Top Rated Marketing Team,CMO,retainer,,,,,,https://jusagency.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Kailos Marketing Lab,multi,retainer,,,,,,https://www.kailos.ai/,2026-08-20,"Stage-one screening found a price-shaped string ""$5,000"" on https://www.kailos.ai/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
Katherine Ajk Consulting,COO,retainer,,,,,,https://katherineajk.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"KC CFO Services, LLC",CFO,retainer,,,,,,https://kccfoservices.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Key Engineering LLC,CTO,retainer,,,,,,https://www.keyengineeringllc.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Keynetica Consulting Inc.,CTO,retainer,,,,,,https://www.keynetica.com/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
Kg Consulting,COO,retainer,,,,,,https://www.kgconsulting.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"KmP Consulting, LLC",COO,retainer,,,,,,https://www.kmp-consulting.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Kobylinski Group,COO,retainer,,,,,,https://kobylinskigroup.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Kruze Consulting,CFO,retainer,,,,,,https://kruzeconsulting.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$650"" on https://kruzeconsulting.com/pricing/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
"Lauber Business Partners (Fractional/Interim Leadership, Consulting, Executive Search)",CFO,retainer,,,,,,https://www.lauber-partners.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Launch Industries,CFO,retainer,,,,,,https://www.launchindustries.biz/,2026-08-20,"Stage-one screening found a price-shaped string ""$125"" on https://www.launchindustries.biz/Pricing. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
Law Firm Fractional CMOs,CMO,retainer,,,,,,https://www.lawfirm-cmo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Leadership-CFO,CFO,retainer,,,,,,https://leadership-cfo-home.com/home-page,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Leonard And Sons,multi,retainer,,,,,,https://leonardandsons.co/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
LiftBridge,CFO,retainer,,,,,,https://liftbridgecfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Little Financial,CFO,retainer,,,,,,https://www.little-financial.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
LJBOps,COO,retainer,,,,,,https://www.ljbops.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"LKP Impact Consulting, LLC",CMO,retainer,,,,,,https://lkpimpact.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Lodestar,CFO,retainer,,,,,,https://www.lodestarcfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Lovely Financials Group,CFO,retainer,,,,,,https://lovelyfinancials.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
LR Consulting,CMO,retainer,,,,,,https://www.lindseyrosenberg.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Luisa Salcedo Consulting,COO,retainer,,,,,,https://luisasalcedo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Maestro Strategic Partners,COO,retainer,,,,,,https://evolvelaw.ai/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Magnetude Consulting,CMO,retainer,,,,,,https://www.magnetudeconsulting.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"Mark Durrett Associates, LLC",CMO,retainer,,,,,,https://markdurrett.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
McClure CFO Consulting,CFO,retainer,,,,,,https://www.mcclure-cfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
McCoy Accounting Advisors LLC,CFO,retainer,,,,,,https://mccoy-advisors.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Mead Marketing,multi,retainer,,,,,,https://www.meadmark.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Med Consulting Solutions,CFO,retainer,,,,,,https://medconsultingsolution.com/,2026-08-20,"Stage-one screening reported a fractional retainer ""starting at $8,000"". The string ""8,000"" does not occur anywhere in the browser-rendered page at capture. Reported figure rejected under the verbatim-capture rule. No price asserted."
Megan Klein Consulting,CMO,retainer,,,,,,https://megankleinconsulting.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Meredith Vantage,CFO,retainer,,,,,,https://meredithv.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Mermaid Marketing,CMO,retainer,,,,,,https://www.mermaidmarketing.co/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Mesa Lane Consulting,CMO,retainer,,,,,,https://mesalanellc.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
metacto,CTO,retainer,,,,,,https://www.metacto.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
MichiganCMO,multi,retainer,,,,,,https://michigancmo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Minding Your Media,CMO,retainer,,,,,,https://mindingyourmedia.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Modern CFO,CFO,retainer,,,,,,https://www.moderncfoservices.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
MontPac,CFO,retainer,,,,,,https://montpac.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"MW Strategy Group, LLC",CEO,retainer,,,,,,https://mwstrategygroup.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Net at Work,multi,retainer,,,,,,https://www.netatwork.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"New Life CFO Services, LLC",CFO,retainer,,,,,,https://newlifecfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
New Resources Consulting,CTO,retainer,,,,,,https://newresources.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
NexLevel Advisors LLC,CMO,retainer,,,,,,https://nexleveladvisors.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"Next Level Now, Inc.",CFO,retainer,,,,,,https://nextlevelnow.net/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
Next4Growth CFO Services,CFO,retainer,,,,,,https://www.next4growth.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
NextGen CFO,CFO,retainer,,,,,,https://nextgencfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
NOW CFO,CFO,retainer,,,,,,https://nowcfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
NXT Step Advisors,CFO,retainer,,,,,,https://www.nxtstepadvisors.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"Oiprofit – Fractional CFO Services | Reno, NV",CFO,retainer,,,,,,https://oiprofit.com/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
On Call COO,COO,retainer,,,,,,https://www.melissafranks.com/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
On Demand Chiefs,CMO,retainer,,,,,,https://www.ondemandchiefs.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
OptiFlow,COO,retainer,,,,,,https://optiflowio.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
P3 Transformation,multi,retainer,,,,,,https://p3transformation.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Paralign Group | Fractional CFO Services,CFO,retainer,,,,,,https://paraligngroup.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Particle41,CTO,retainer,,,,,,https://particle41.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"Peter Emery Consulting, LLC",CMO,retainer,,,,,,https://www.peteremeryconsulting.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Phoenix Group LLC,CFO,retainer,,,,,,https://www.phoenixgrpllc.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
phraCTO,CTO,retainer,,,,,,https://phracto.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Pivot Business Group,CFO,retainer,,,,,,https://pivotbusinessgroup.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Plum Good Marketing,CMO,retainer,,,,,,https://plumgoodmarketing.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Preferred CFO,CFO,retainer,,,,,,https://preferredcfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
ProCFO Partners,CFO,retainer,,,,,,https://procfopartners.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Promethean Advisors,COO,retainer,,,,,,https://promethean-advisors.com,2026-08-20,Not reachable at capture (timeout). Unreachable is distinct from having no published price.
Quantum CFO Advisory and Services LLC,CFO,retainer,,,,,,https://quantum-cfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"Quantum Surge Technologies, LLC",CTO,retainer,,,,,,https://quantumsurge.tech/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Rake Development,CMO,retainer,,,,,,https://www.rakedevelopment.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"RB Unlimited, LLC",COO,retainer,,,,,,https://rezabreakstone.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
RCK Consulting LLC,CFO,retainer,,,,,,https://www.rebeccakushner.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
ReadyCTO,CTO,retainer,,,,,,https://www.readycto.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Remote Work Prep,COO,retainer,,,,,,https://www.remoteworkprep.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Reveal Consulting,CMO,retainer,,,,,,https://revealcmo.com,2026-08-20,"Stage-one screening found a price-shaped string ""$7,500"" on https://revealcmo.com. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
River Dog Digital,CMO,retainer,,,,,,https://riverdogdigital.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Riverbend Consulting Group LLC,COO,retainer,,,,,,https://rbendconsulting.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Roadmap Works LLC,CTO,retainer,,,,,,https://roadmapworks.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
ROCK CFO,CFO,retainer,,,,,,https://rockcfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Rx3 Consulting,multi,retainer,,,,,,https://rx3consulting.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$210"" on https://rx3consulting.com/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
SaMo Ventures,CTO,retainer,,,,,,https://samo.ventures/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Savvy Strategic Partners,CFO,retainer,,,,,,https://www.savvystrategicpartners.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Scale Path CTO,CTO,retainer,,,,,,https://scalepathcto.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
ScaleUp Financial Solutions,CFO,retainer,,,,,,https://scaleupfs.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"Scaling Management Consulting Group, Inc.",COO,retainer,,,,,,https://www.scalinggrp.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Series Next Solutions,CFO,retainer,,,,,,https://seriesnextsolutions.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"Shannon Consulting, Inc.",COO,retainer,,,,,,https://www.deborahshannon.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"SIVO, Inc.",CFO,retainer,,,,,,https://www.sivoinsights.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
SmartGrowth CFO,CFO,retainer,,,,,,https://smartgrowthcfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
SMB Team,multi,retainer,,,,,,https://smbteam.com/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
"SoFla Prime Consulting, LLC",CFO,retainer,,,,,,https://www.soflaprimeconsulting.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Solid Ratio,CFO,retainer,,,,,,https://solidratio.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Solidmatics,CTO,retainer,,,,,,https://www.solidmatics.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$150"" on https://www.solidmatics.com/insights/hiring-a-fractional-cto-without-breaking-the-bank. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
Soluna Partners,COO,retainer,,,,,,https://solunapartners.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$ 2k"" on https://solunapartners.com/pricing. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
Sound Finance,CFO,retainer,,,,,,https://soundfinance.pro/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Stealth Consulting,CMO,retainer,,,,,,https://stealthconsulting.com/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
Strategic Marketing and Execution,CMO,retainer,,,,,,https://stxmkt.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Strategic Nonprofit Finance,CFO,retainer,,,,,,https://www.strategicnonprofitfinance.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Suite Leap,COO,retainer,,,,,,https://www.suiteleap.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Sullivan Solutions LLC,CMO,retainer,,,,,,https://www.sullivansolutions.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"Summit CFO Services, Inc.",CFO,retainer,,,,,,https://www.summitcfoservices.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Summit SC Advisory,COO,retainer,,,,,,https://summitscadvisory.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Switch Point Associates,CFO,retainer,,,,,,https://www.theswitchpoint.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
T.Rx Capital,COO,retainer,,,,,,https://www.trxcap.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Tailwinds Finance,CFO,retainer,,,,,,https://www.tailwindsfinance.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Tarsus,CFO,retainer,,,,,,https://tarsus.pro/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
Tech Alchemy Consulting,CTO,retainer,,,,,,https://www.techalchemyconsulting.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$1,995"" on https://www.techalchemyconsulting.com/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
Tech QbD,CTO,retainer,,,,,,https://techqbd.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
TechCXO,CTO,retainer,,,,,,https://www.techcxo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
TechSight,CTO,retainer,,,,,,https://techsight.dev/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
The Big Lil,COO,retainer,,,,,,https://www.thebiglil.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
The Civet Group,COO,retainer,,,,,,https://www.thecivetgroup.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
The CMO Attorney,multi,retainer,,,,,,https://thecmoattorney.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
The COO Solution,COO,retainer,,,,,,https://thecoosolution.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$65K"" on https://thecoosolution.com/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
The Growth Directive,CMO,retainer,,,,,,https://growthdirective.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$50"" on https://growthdirective.com/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
The Helia Collective,COO,retainer,,,,,,https://www.theheliacollective.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
The Ijaz Group,CFO,retainer,,,,,,https://ijazgroup.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
The Lavender Agency,CMO,retainer,,,,,,https://www.thelavenderagency.com/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
The Marketing Blender,CMO,retainer,,,,,,https://www.themarketingblender.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
The MLH Agency,multi,retainer,,,,,,https://www.themlhagency.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
The Operations Alchemist,COO,retainer,,,,,,https://www.theoperationsalchemist.com/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
The Proper Group,COO,retainer,,,,,,https://theproper.group/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Third Road Management,CFO,retainer,,,,,,https://www.thirdroadmgmt.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Thrive Consulting Collective,COO,retainer,,,,,,https://we-thrive.co/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
Thunderwolf Consulting,CMO,retainer,,,,,,https://www.thunderwolf.co/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
TransformCXO,COO,retainer,,,,,,https://www.transformcxo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Trellis Operations,COO,retainer,,,,,,https://trellisoperations.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
TRIUN3,CFO,retainer,,,,,,https://www.triun3.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Tuck Software Group,CTO,retainer,150,,USD,per_hour,10-20 hrs/month,https://www.tucksoftwaregroup.com/tsg-pricing,2026-08-20,"Basic Package, published verbatim as ""$150 /hour"" with ""Limited hours of consultation per month (10-20 hours)"". The page also offers a Monthly Retainer toggle whose figures did not render in the captured DOM; no monthly figure is asserted. Browser-verified."
Tuck Software Group,CTO,retainer,200,,USD,per_hour,20-40 hrs/month,https://www.tucksoftwaregroup.com/tsg-pricing,2026-08-20,"Standard Package, published verbatim as ""$200 /hour"" with ""Increased hours of consultation per month (20-40 hours)"". Browser-verified."
Tuck Software Group,CTO,retainer,300,,USD,per_hour,40-60 hrs/month,https://www.tucksoftwaregroup.com/tsg-pricing,2026-08-20,"Premium Package, published verbatim as ""$300 /hour"" with ""Dedicated hours of consultation per month (40-60 hours)"". Browser-verified."
Unity Consulting Company,CTO,retainer,,,,,,https://unityconsultingco.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
"V&F Consulting Services, LLC",multi,retainer,,,,,,https://michaelvirnoche.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Vault BizDev,CMO,retainer,,,,,,https://www.vaultbiz.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Velo CFO,CFO,retainer,,,,,,https://velocfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Venturity,CFO,retainer,,,,,,https://venturity.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Veracity CFO & Bookkeeping,CFO,retainer,,,,,,https://veracitycfo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Vessel Advisors,CFO,retainer,,,,,,https://vesseladvisors.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
VGP - Venture Growth Partners,CFO,retainer,,,,,,https://venturegrowthpartners.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$270"" on https://venturegrowthpartners.com/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
View2 Solutions,CTO,retainer,,,,,,https://view2solutions.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Virché Coaching & Consulting,COO,retainer,,,,,,https://virchecc.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Virtual CFO Solution,CFO,retainer,,,,,,https://virtualcfosolution.com/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
Vision One Financial Services,CFO,retainer,,,,,,https://www.visiononefinancial.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$499"" on https://www.visiononefinancial.com/pricing. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
Vocal,CMO,retainer,,,,,,https://www.gotvocal.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Warrior Group,CFO,retainer,,,,,,https://warriorgp.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Weekly Accounting Inc.,CFO,retainer,,,,,,https://weeklyaccounting.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Wellspent Consulting,multi,retainer,,,,,,https://wellspentconsulting.com/,2026-08-20,"No published price. Page directs to a quote, call or custom pricing. Pricing exists but is not published."
"WG Consulting, LLC",CFO,retainer,,,,,,https://wgconsulting.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Wild Fig CMO,CMO,retainer,,,,,,https://www.wildfigcmo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Wolf's Edge Integrators,COO,retainer,,,,,,https://wolfsedgeintegrators.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Work Heartily,COO,retainer,,,,,,https://www.workheartily.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
WSI World,CMO,retainer,,,,,,https://www.wsiworld.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Y Not You,CMO,retainer,,,,,,https://www.ynotyoumedia.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$250K"" on https://www.ynotyoumedia.com/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
yorCMO,CMO,retainer,,,,,,https://yorcmo.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Yuva Digital,CMO,retainer,,,,,,https://yuva.digital/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
ZooHouse Media Group (ZHMG),multi,retainer,,,,,,https://zhmg.co/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
zp/dtc,CMO,retainer,,,,,,https://zp-dtc.com/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
Zuka Consulting LLC,COO,retainer,,,,,,https://www.zukaconsulting.com/,2026-08-20,"Stage-one screening found a price-shaped string ""$40"" on https://www.zukaconsulting.com/. NOT browser-verified, so no price is asserted. Pending stage-two verification for v1.1."
átomos,CMO,retainer,,,,,,https://www.atomos.us/,2026-08-20,No published price found in stage-one screening of the homepage and its pricing-linked pages.
